country,alpha_2_code,alpha_3_code,numeric_code,indicator,time_period,obs_value,sex,unit_multiplier,unit_of_measure,observation_status,observation_confidentaility,time_period_activity_related_to_when_the_data_are_collected,current_age
Peru,PE,PER,604,Zero vegetable or fruit consumption (6-23months),2017,5.4,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Zero vegetable or fruit consumption (6-23months),2018,5.4,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Zero vegetable or fruit consumption (6-23months),2019,6.3,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Zero vegetable or fruit consumption (6-23months),2020,7.2,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Zero vegetable or fruit consumption (6-23months),2021,6.1,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Zero vegetable or fruit consumption (6-23months),2022,13.6,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Zero vegetable or fruit consumption (6-23months),2007,12.3,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Zero vegetable or fruit consumption (6-23months),2009,12.3,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Zero vegetable or fruit consumption (6-23months),2010,12.3,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Zero vegetable or fruit consumption (6-23months),2011,10.8,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Zero vegetable or fruit consumption (6-23months),2012,9.8,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Zero vegetable or fruit consumption (6-23months),2014,8.1,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Zero vegetable or fruit consumption (6-23months),2015,7.1,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Zero vegetable or fruit consumption (6-23months),2016,7,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Zero vegetable or fruit consumption (6-23months),2017,6.6,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Zero vegetable or fruit consumption (6-23months),2018,6,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Zero vegetable or fruit consumption (6-23months),2019,5.8,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Zero vegetable or fruit consumption (6-23months),2020,5.5,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Zero vegetable or fruit consumption (6-23months),2021,5.8,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Zero vegetable or fruit consumption (6-23months),2022,12.6,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Zero vegetable or fruit consumption (6-23months),2007,12.1,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Zero vegetable or fruit consumption (6-23months),2009,13.2,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Zero vegetable or fruit consumption (6-23months),2010,11.1,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Zero vegetable or fruit consumption (6-23months),2011,11.4,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Zero vegetable or fruit consumption (6-23months),2012,10.6,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Zero vegetable or fruit consumption (6-23months),2014,7.2,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Zero vegetable or fruit consumption (6-23months),2015,7.2,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Zero vegetable or fruit consumption (6-23months),2016,7.3,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Zero vegetable or fruit consumption (6-23months),2017,6,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Zero vegetable or fruit consumption (6-23months),2018,5.7,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Zero vegetable or fruit consumption (6-23months),2019,6.1,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Zero vegetable or fruit consumption (6-23months),2020,6.3,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Zero vegetable or fruit consumption (6-23months),2021,5.9,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Zero vegetable or fruit consumption (6-23months),2022,13.1,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Philippines,PH,PHL,608,Zero vegetable or fruit consumption (6-23months),2008,21.4,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Philippines,PH,PHL,608,Zero vegetable or fruit consumption (6-23months),2022,25.5,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Philippines,PH,PHL,608,Zero vegetable or fruit consumption (6-23months),2008,22.1,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Philippines,PH,PHL,608,Zero vegetable or fruit consumption (6-23months),2022,29.4,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Philippines,PH,PHL,608,Zero vegetable or fruit consumption (6-23months),2008,21.8,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Philippines,PH,PHL,608,Zero vegetable or fruit consumption (6-23months),2022,27.4,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
"Moldova, Republic of",MD,MDA,498,Zero vegetable or fruit consumption (6-23months),2005,8.4,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
"Moldova, Republic of",MD,MDA,498,Zero vegetable or fruit consumption (6-23months),2005,10.7,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
"Moldova, Republic of",MD,MDA,498,Zero vegetable or fruit consumption (6-23months),2005,9.6,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Rwanda,RW,RWA,646,Zero vegetable or fruit consumption (6-23months),2010,26.1,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Rwanda,RW,RWA,646,Zero vegetable or fruit consumption (6-23months),2015,24.9,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Rwanda,RW,RWA,646,Zero vegetable or fruit consumption (6-23months),2018,21.4,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Rwanda,RW,RWA,646,Zero vegetable or fruit consumption (6-23months),2020,17.8,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Rwanda,RW,RWA,646,Zero vegetable or fruit consumption (6-23months),2010,27.9,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Rwanda,RW,RWA,646,Zero vegetable or fruit consumption (6-23months),2015,25.3,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Rwanda,RW,RWA,646,Zero vegetable or fruit consumption (6-23months),2018,22.9,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Rwanda,RW,RWA,646,Zero vegetable or fruit consumption (6-23months),2020,14.8,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Rwanda,RW,RWA,646,Zero vegetable or fruit consumption (6-23months),2010,27,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Rwanda,RW,RWA,646,Zero vegetable or fruit consumption (6-23months),2015,25.1,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Rwanda,RW,RWA,646,Zero vegetable or fruit consumption (6-23months),2018,22.2,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Rwanda,RW,RWA,646,Zero vegetable or fruit consumption (6-23months),2020,16.3,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Samoa,WS,WSM,882,Zero vegetable or fruit consumption (6-23months),2019,27.9,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Samoa,WS,WSM,882,Zero vegetable or fruit consumption (6-23months),2019,21.4,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Samoa,WS,WSM,882,Zero vegetable or fruit consumption (6-23months),2019,24.6,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Sao Tome and Principe,ST,STP,678,Zero vegetable or fruit consumption (6-23months),2008,29.5,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Sao Tome and Principe,ST,STP,678,Zero vegetable or fruit consumption (6-23months),2014,23.7,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Sao Tome and Principe,ST,STP,678,Zero vegetable or fruit consumption (6-23months),2019,36.3,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Sao Tome and Principe,ST,STP,678,Zero vegetable or fruit consumption (6-23months),2008,22.1,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Sao Tome and Principe,ST,STP,678,Zero vegetable or fruit consumption (6-23months),2014,29.5,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Sao Tome and Principe,ST,STP,678,Zero vegetable or fruit consumption (6-23months),2019,27.4,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Sao Tome and Principe,ST,STP,678,Zero vegetable or fruit consumption (6-23months),2008,25.6,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Sao Tome and Principe,ST,STP,678,Zero vegetable or fruit consumption (6-23months),2014,26.5,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Sao Tome and Principe,ST,STP,678,Zero vegetable or fruit consumption (6-23months),2019,31.7,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Senegal,SN,SEN,686,Zero vegetable or fruit consumption (6-23months),2011,50.7,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Senegal,SN,SEN,686,Zero vegetable or fruit consumption (6-23months),2013,51.8,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Senegal,SN,SEN,686,Zero vegetable or fruit consumption (6-23months),2014,52.2,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Senegal,SN,SEN,686,Zero vegetable or fruit consumption (6-23months),2015,57.8,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Senegal,SN,SEN,686,Zero vegetable or fruit consumption (6-23months),2016,67.1,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Senegal,SN,SEN,686,Zero vegetable or fruit consumption (6-23months),2017,52.8,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Senegal,SN,SEN,686,Zero vegetable or fruit consumption (6-23months),2018,49.6,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Senegal,SN,SEN,686,Zero vegetable or fruit consumption (6-23months),2019,51.8,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Senegal,SN,SEN,686,Zero vegetable or fruit consumption (6-23months),2011,49.7,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Senegal,SN,SEN,686,Zero vegetable or fruit consumption (6-23months),2013,58.5,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Senegal,SN,SEN,686,Zero vegetable or fruit consumption (6-23months),2014,53.1,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Senegal,SN,SEN,686,Zero vegetable or fruit consumption (6-23months),2015,57.4,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Senegal,SN,SEN,686,Zero vegetable or fruit consumption (6-23months),2016,65.9,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Senegal,SN,SEN,686,Zero vegetable or fruit consumption (6-23months),2017,51.9,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Senegal,SN,SEN,686,Zero vegetable or fruit consumption (6-23months),2018,48.8,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Senegal,SN,SEN,686,Zero vegetable or fruit consumption (6-23months),2019,53.2,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Senegal,SN,SEN,686,Zero vegetable or fruit consumption (6-23months),2011,50.2,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Senegal,SN,SEN,686,Zero vegetable or fruit consumption (6-23months),2013,55,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Senegal,SN,SEN,686,Zero vegetable or fruit consumption (6-23months),2014,52.7,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Senegal,SN,SEN,686,Zero vegetable or fruit consumption (6-23months),2015,57.6,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Senegal,SN,SEN,686,Zero vegetable or fruit consumption (6-23months),2016,66.5,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Senegal,SN,SEN,686,Zero vegetable or fruit consumption (6-23months),2017,52.3,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Senegal,SN,SEN,686,Zero vegetable or fruit consumption (6-23months),2018,49.2,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Senegal,SN,SEN,686,Zero vegetable or fruit consumption (6-23months),2019,52.4,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Serbia,RS,SRB,688,Zero vegetable or fruit consumption (6-23months),2014,4.2,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Serbia,RS,SRB,688,Zero vegetable or fruit consumption (6-23months),2019,2.2,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Serbia,RS,SRB,688,Zero vegetable or fruit consumption (6-23months),2014,2.4,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Serbia,RS,SRB,688,Zero vegetable or fruit consumption (6-23months),2019,2.3,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Serbia,RS,SRB,688,Zero vegetable or fruit consumption (6-23months),2014,3.3,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Serbia,RS,SRB,688,Zero vegetable or fruit consumption (6-23months),2019,2.2,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Sierra Leone,SL,SLE,694,Zero vegetable or fruit consumption (6-23months),2008,35,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Sierra Leone,SL,SLE,694,Zero vegetable or fruit consumption (6-23months),2013,59.6,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Sierra Leone,SL,SLE,694,Zero vegetable or fruit consumption (6-23months),2017,42,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Sierra Leone,SL,SLE,694,Zero vegetable or fruit consumption (6-23months),2019,52.6,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Sierra Leone,SL,SLE,694,Zero vegetable or fruit consumption (6-23months),2021,52.9,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Sierra Leone,SL,SLE,694,Zero vegetable or fruit consumption (6-23months),2008,36.7,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Sierra Leone,SL,SLE,694,Zero vegetable or fruit consumption (6-23months),2013,60.7,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Sierra Leone,SL,SLE,694,Zero vegetable or fruit consumption (6-23months),2017,43.7,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Sierra Leone,SL,SLE,694,Zero vegetable or fruit consumption (6-23months),2019,50.9,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Sierra Leone,SL,SLE,694,Zero vegetable or fruit consumption (6-23months),2021,54.3,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Sierra Leone,SL,SLE,694,Zero vegetable or fruit consumption (6-23months),2008,35.8,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Sierra Leone,SL,SLE,694,Zero vegetable or fruit consumption (6-23months),2013,60.1,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Sierra Leone,SL,SLE,694,Zero vegetable or fruit consumption (6-23months),2017,42.9,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Sierra Leone,SL,SLE,694,Zero vegetable or fruit consumption (6-23months),2019,51.7,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Sierra Leone,SL,SLE,694,Zero vegetable or fruit consumption (6-23months),2021,53.6,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Somalia,SO,SOM,706,Zero vegetable or fruit consumption (6-23months),2018,64.8,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Somalia,SO,SOM,706,Zero vegetable or fruit consumption (6-23months),2018,65.4,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Somalia,SO,SOM,706,Zero vegetable or fruit consumption (6-23months),2018,65.1,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
South Africa,ZA,ZAF,710,Zero vegetable or fruit consumption (6-23months),2016,35.7,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
South Africa,ZA,ZAF,710,Zero vegetable or fruit consumption (6-23months),2016,38.4,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
South Africa,ZA,ZAF,710,Zero vegetable or fruit consumption (6-23months),2016,37.1,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Sri Lanka,LK,LKA,144,Zero vegetable or fruit consumption (6-23months),2016,11.4,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Sri Lanka,LK,LKA,144,Zero vegetable or fruit consumption (6-23months),2016,10,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Sri Lanka,LK,LKA,144,Zero vegetable or fruit consumption (6-23months),2016,10.7,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
"Palestinian Territory, Occupied",PS,PSE,275,Zero vegetable or fruit consumption (6-23months),2014,26.9,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
"Palestinian Territory, Occupied",PS,PSE,275,Zero vegetable or fruit consumption (6-23months),2020,29,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
"Palestinian Territory, Occupied",PS,PSE,275,Zero vegetable or fruit consumption (6-23months),2014,27.4,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
"Palestinian Territory, Occupied",PS,PSE,275,Zero vegetable or fruit consumption (6-23months),2020,27.2,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
"Palestinian Territory, Occupied",PS,PSE,275,Zero vegetable or fruit consumption (6-23months),2014,27.1,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
"Palestinian Territory, Occupied",PS,PSE,275,Zero vegetable or fruit consumption (6-23months),2020,28.1,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Sudan,SD,SDN,736,Zero vegetable or fruit consumption (6-23months),2014,66.7,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Sudan,SD,SDN,736,Zero vegetable or fruit consumption (6-23months),2014,67.2,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Sudan,SD,SDN,736,Zero vegetable or fruit consumption (6-23months),2014,67,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Suriname,SR,SUR,740,Zero vegetable or fruit consumption (6-23months),2018,27.8,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Suriname,SR,SUR,740,Zero vegetable or fruit consumption (6-23months),2018,31,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Suriname,SR,SUR,740,Zero vegetable or fruit consumption (6-23months),2018,29.5,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Tajikistan,TJ,TJK,762,Zero vegetable or fruit consumption (6-23months),2012,48.2,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Tajikistan,TJ,TJK,762,Zero vegetable or fruit consumption (6-23months),2017,56.4,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Tajikistan,TJ,TJK,762,Zero vegetable or fruit consumption (6-23months),2012,49.8,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Tajikistan,TJ,TJK,762,Zero vegetable or fruit consumption (6-23months),2017,58.7,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Tajikistan,TJ,TJK,762,Zero vegetable or fruit consumption (6-23months),2012,49,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Tajikistan,TJ,TJK,762,Zero vegetable or fruit consumption (6-23months),2017,57.6,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Thailand,TH,THA,764,Zero vegetable or fruit consumption (6-23months),2016,20.6,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Thailand,TH,THA,764,Zero vegetable or fruit consumption (6-23months),2019,15.3,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Thailand,TH,THA,764,Zero vegetable or fruit consumption (6-23months),2022,16.7,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Thailand,TH,THA,764,Zero vegetable or fruit consumption (6-23months),2016,23.2,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Thailand,TH,THA,764,Zero vegetable or fruit consumption (6-23months),2019,12.7,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Thailand,TH,THA,764,Zero vegetable or fruit consumption (6-23months),2022,16.1,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Thailand,TH,THA,764,Zero vegetable or fruit consumption (6-23months),2016,22.1,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Thailand,TH,THA,764,Zero vegetable or fruit consumption (6-23months),2019,13.9,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Thailand,TH,THA,764,Zero vegetable or fruit consumption (6-23months),2022,16.4,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Timor-Leste,TL,TLS,626,Zero vegetable or fruit consumption (6-23months),2009,34.9,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Timor-Leste,TL,TLS,626,Zero vegetable or fruit consumption (6-23months),2016,36.6,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Timor-Leste,TL,TLS,626,Zero vegetable or fruit consumption (6-23months),2020,34.5,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Timor-Leste,TL,TLS,626,Zero vegetable or fruit consumption (6-23months),2009,33.8,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Timor-Leste,TL,TLS,626,Zero vegetable or fruit consumption (6-23months),2016,33.6,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Timor-Leste,TL,TLS,626,Zero vegetable or fruit consumption (6-23months),2020,33.5,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Timor-Leste,TL,TLS,626,Zero vegetable or fruit consumption (6-23months),2009,34.3,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Timor-Leste,TL,TLS,626,Zero vegetable or fruit consumption (6-23months),2016,35.1,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Timor-Leste,TL,TLS,626,Zero vegetable or fruit consumption (6-23months),2020,34,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Togo,TG,TGO,768,Zero vegetable or fruit consumption (6-23months),2014,44.6,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Togo,TG,TGO,768,Zero vegetable or fruit consumption (6-23months),2017,47.8,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Togo,TG,TGO,768,Zero vegetable or fruit consumption (6-23months),2014,45.1,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Togo,TG,TGO,768,Zero vegetable or fruit consumption (6-23months),2017,47.9,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Togo,TG,TGO,768,Zero vegetable or fruit consumption (6-23months),2014,44.9,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Togo,TG,TGO,768,Zero vegetable or fruit consumption (6-23months),2017,47.9,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Tonga,TO,TON,776,Zero vegetable or fruit consumption (6-23months),2019,10.9,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Tonga,TO,TON,776,Zero vegetable or fruit consumption (6-23months),2019,9.4,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Tonga,TO,TON,776,Zero vegetable or fruit consumption (6-23months),2019,10.2,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Tunisia,TN,TUN,788,Zero vegetable or fruit consumption (6-23months),2018,18.6,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Tunisia,TN,TUN,788,Zero vegetable or fruit consumption (6-23months),2018,20.4,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Tunisia,TN,TUN,788,Zero vegetable or fruit consumption (6-23months),2018,19.6,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Turkmenistan,TM,TKM,795,Zero vegetable or fruit consumption (6-23months),2015,9.5,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Turkmenistan,TM,TKM,795,Zero vegetable or fruit consumption (6-23months),2019,11.9,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Turkmenistan,TM,TKM,795,Zero vegetable or fruit consumption (6-23months),2015,8.8,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Turkmenistan,TM,TKM,795,Zero vegetable or fruit consumption (6-23months),2019,11.9,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Turkmenistan,TM,TKM,795,Zero vegetable or fruit consumption (6-23months),2015,9.1,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Turkmenistan,TM,TKM,795,Zero vegetable or fruit consumption (6-23months),2019,11.9,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Turks and Caicos Islands,TC,TCA,796,Zero vegetable or fruit consumption (6-23months),2020,42.1,Female,Units,%,Low reliability,,Middle of fieldwork,6 to 23 months old
Turks and Caicos Islands,TC,TCA,796,Zero vegetable or fruit consumption (6-23months),2020,23.1,Male,Units,%,Low reliability,,Middle of fieldwork,6 to 23 months old
Turks and Caicos Islands,TC,TCA,796,Zero vegetable or fruit consumption (6-23months),2020,34.9,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Tuvalu,TV,TUV,798,Zero vegetable or fruit consumption (6-23months),2019,44.7,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Tuvalu,TV,TUV,798,Zero vegetable or fruit consumption (6-23months),2019,42.3,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
